session_id,phonetic_transcription,language_classification
"fv600345"," t Is wEl @n Ext moj sxA+spEl di @ stut fAn @ pard@n mEt di rY+t@rz @rOb di rE+kswAxt@rs","VL"
"fv600345","d@ bere d@ ber@mYts@ di wEl nod@x sE+n In d@ kA+ ny","VL"
"fv600345","z@ wOrt @ naG@lop@ dor d@ men@xt@","VL"
"fv600345","@ Ik hEp mar @n GlImp fAn har kYn@ OpfAN@ mar Ik hAt har darnEt Al Gut kYn@ zin Op @t sxErm dAt hir Opx@stElt stat Op @t pAlE+z@plE+n","VL"
"fv600345","En d@ stut @ rE+t hir nOx fErd@r mar Ig dENg dAt Ond@rtYs@ majg d@ mYld@r d@ d b@GIn vAn dez@ pard@EskOrt@ Al zit aNkom@","VL"
"fv600345","dAt @ hor@ w@ dAn mEten","VL"
"fv600346","nen kAtlen zo vEr Is t nOx nit","VL"
"fv600346","mar d@ erst@ stut d@ rE+kswAxt@rz di b@G@lE+d@n d@ waG@ns warIn konINIn fAbijolA En ok prIns lorA~ ok xrothErtOx jAn En  @ Zoz@finSArlOt fAn lYks@mbYrx prInsEs AstrId En prIns lor@nz En d@ zYst@rz En d@ brur vAn d@ brY+t di zE+n hir wEl vorbE+G@red@","VL"
"fv600346","d@ twed@ Grup Is nOx nit aNG@kom@","VL"
"fv600346","@m w@ hEb@ tOx wEl wAt @ rejAksis f@rzam@lt @n antAl rwAjAlIst@n Y+t@rart mar m@sxin tOx ok wEl wAt x@won niwsxir@G@ mEns@","VL"
"fv600355"," Is tOx wEl ok @n hel Y+tsOnd@rl@k momEnt","VL"
"fv600355","@t brY+tspar heft ny zElf @n G@bEt klar","VL"
"fv600355","In @t frans @ @ vAn prIns filip","VL"
"fv600355","@t Is @n tEkst vAn frAnsIskys fAn Asiz@s","VL"
"fv600373","Guj@mOrG@n wElkOm bE+ d@ zev@nd@ dAx","VL"
"fv600373","h@t f@rhal ov@r h@t pOld@rdOrb dul Is bE+na Y+t hu hArtstOxt@l@g d@ vorvExt@rs hir vor@G@ wek ok G@plE+t hEb@","VL"
"fv600373","di vAn AGAlEf wIld@ vor@G@ wek nit kom@ Om h@t dOsje mAksimal@ kAns@ t@ Gev@ mar @t Is Y+tstEl vAn Eksekysi G@wOrd@","VL"
"fv600373","strAks kOmt mik@ voG@ls dAn tOx In d@ zyr@ Ap@l bE+t@","VL"
"fv600373","En dad@l@k ok fed@ral mInIst@r luwi miSEl En vlams mInIst@r johAn sA+@s bE+ Ons","VL"
"fv600373","miSEl En sA+@s lat@ zIx In GEld@nak@ Em bIlz@ Als bYrG@mest@r v@rvAN@ pr@sis OmdAt s@ minist@r zE+n","VL"
"fv600373","Guj@mOrG@n","VL"
"fv600373","m@ner miSEl Ig b@GIn bE+ y","VL"
"fv600373","wEl kE+k dAd Iz @n wEtsforstEl di wE+ Al InG@dind Eb@ v@rsxIl@nd@ jar@ G@led@n","VL"
"fv600373","wE+ dENk@n dAd @d E+G@l@k @n v@rbet@rIN Is fAn @d demokratis prosEs","VL"
"fv600373","@t Is E+G@l@k d@ b@lANrE+kst@ fiGyr vAn @ G@ment@","VL"
"fv600373","dAd Is wEl vAm b@lAN","VL"
"fv600373","En d@ rExstreks@ b@trEkIN@n tYs@ d@ bYrG@mest@r En d@ b@vOlkIN zE+n ok G@wonl@k vAn hoGzd b@lAN","VL"
"fv600373","z@dYs @ vInd Ig dAt wEl @n v@rbet@rIN","VL"
"fv600373","jA","VL"
"fv600373","@ d@ vOlksyni @ plE+t@ dar ok Al @n tE+t for hE","VL"
"fv600373","mar zAl d@ popylE:rst@ og d@ bEst@ zE+n m@ner sA+@s","VL"
"fv600373","ja Ik Ik hor di b@mErkIN ok d@ vorbE+@ daG@","VL"
"fv600373","Ig dENk tAt y d@ kiz@r nit mut Ond@rsxAt@","VL"
"fv600373","m","VL"
"fv600373","Ik Eb @t sElf meG@makt Op  b@palt oG@mblIk dAt wE+ vAnY+t @ @n merd@rE+t @ @n @n enOrm@ v@rkizINzov@rwInIN @ hAd@ G@bukt mar dAt @r @n AntikowAlisi tOt stAnt kwAm wardor @ @r En wE+ In d Opozisi t@rExtkwam@","VL"
"fv600373","m","VL"
"fv600373","zA+ dAt nit mer moG@l@k sE+n dAn","VL"
"fv600373","tOx mujl@k@r G@makt","VL"
"fv600373","Ik sA+ d@ vrax wIl@ Omdraj@n E+G@l@k","VL"
"fv600373","Iz d@ mInst pOpylE:rst@ mAn In @N G@ment@ @ d@ bEst@m bYrG@mest@r","VL"
"fv600373","ma t Is war E","VL"
"fv600373","jA","VL"
"fv600373","En dA mut so blE+v@","VL"
"fv600373","ja m@sxin @ In @d b@GIn vAn zo @n sistem zAl m@sxins wE+n@x f@rAnd@r@n","VL"
"fv600373","dA dAd Is hel moG@l@k","VL"
"fv600373","mar lANzam@rAnt sAl dA wEl Invlud Eb@","VL"
"fv600373","@ dAt f@rmE+t nAtyrl@k @ koAlisis teG@ d@ stErkst@","VL"
"fv600373","ne En En dAn mInd@r sevepebYrG@mest@rz In vland@r@","VL"
"fv600373","jA","VL"
"fv600373","dYz @ dAt klOpt hel@mal nit ne","VL"
"fv600373","jA","VL"
"fv600373","t sA+ kYn@ dAt filip d@wInt@r @ bYrG@mest@r wOrt In AntwErp@ dAn","VL"
"fv600373","@m","VL"
"fv600373","wAt wEl EsEnsjel Iz dAt    bYrG@mest@r sta nit Alen","VL"
"fv600373","E+ stat for @N Grup","VL"
"fv600373","E+ stat for @m proGrAmA","VL"
"fv600373","jA","VL"
"fv600373","@m As @k @t xud b@Grep@n Ep m@ner miSEl kom@ d@r dAn twe stEmrOnd@s","VL"
"fv600373","dAd Is tOx dyrd@r OmslAxt@G@r","VL"
"fv600373","mut@ w@ twe ker na d@ stEmbys","VL"
"fv600373","mEns@ vInd@ dAt Al nit so prEt@x E","VL"
"fv600373","ja kE+k so @ sistem zo @ sistem b@stat In @d bY+t@lAnt","VL"
"fv600373","sodys @ @ dAt dAt mAx Ons ni stOp@n ","VL"
"fv600373","ja","VL"
"fv600373","t Is xen Onov@rkom@l@k ArGymEnt","VL"
"fv600373","@m y lat sIx ny v@rvAN@ Im bIlz@ OmdAt y minist@r bEnt","VL"
"fv600373","dAt sA+ nit mer kYn@n E m@ner sA+@s","VL"
"fv600373","nen","VL"
"fv600373","dAd Iz Op @ Op sIx ok @ ok nid @t prOblem","VL"
"fv600373","Ik Eb og b@Grep@ dAd @t sistem stArt @ dYs nit nit ny @m vAnAf twedY+z@nt En en mar wEl zEs jar lat@r","VL"
"fv600373","ne","VL"
"fv600373","@m  d@ modAlitE+t@n","VL"
"fv600373","wAd b@dult y darme","VL"
"fv600373","dAn dAn wOrt y wer bYrG@mest@r","VL"
"fv600373","nen","VL"
"fv600373","@ Ik At wEl @","VL"
"fv600373","m@sxin @n vrax wAner wAner zA+d@ w@ dIt kYn@ dun","VL"
"fv600373","for   @t flams pArl@mEnt Iz d@ erst@ minist@r vAn vland@r@    vorzIt@r vAn d@ rat @","VL"
"fv600373","ja","VL"
"fv600373","mar  zAl dAt d@ Y+twErkIN zE+n vAn @t niw@ sistem","VL"
"fv600373","dAd is dAd is en vAn d@ moG@l@ked@n","VL"
"fv600373","dAd I dAt kAn ja","VL"
"fv600373","dAd Iz el@mal moG@l@k ja","VL"
"fv600373","ja","VL"
"fv600373","dA mut@ wE+ nOx @ Ond@rhAnd@l@n","VL"
"fv600373","dA dAt sAl wEl kom@n","VL"
"fv600373","jA @ dAt sAl kom@ dez@ leGislAtyr","VL"
"fv600373","ja ","VL"
"fv600373","dAt kAn dAt kAn Alz d@ vorward@  InG@vYlt sE+n ja","VL"
"fv600373","ja","VL"
"fv600373","jA","VL"
"fv600373","mIst y @d bYrG@mest@rsxAp E+G@l@k m@ner sA+@s","VL"
"fv600373","ja E+G@l@k tOx wEl","VL"
"fv600373","ja","VL"
"fv600373","En @ sprek@ mEns@ y nOx an AlzOv y d@ bYrG@mest@r bEnt m@ner miSEl","VL"
"fv600373","ja dA wEl ind@rdat","VL"
"fv600373","ja","VL"
"fv600373","mar Ig bEn dar Al zer lAN bYrG@mest@r","VL"
"fv600373","zodys kEn@ d@ mEns@ mE+ Gut","VL"
"fv600373","ja","VL"
"fv600373","sE+ kom@ dIGd bE+ mE+","VL"
"fv600373","jA","VL"
"fv600373","zE+ kom@ mE+ Al Yn lev@ v@rtEl@n En @ En Ik prOber z@ id@r@ ker t@ hElp@ nAtyrl@k","VL"
"fv600373","y hElpt s@ nOx ja","VL"
"fv600373","ja Ik Elp s@ nAtyrl@k nOx","VL"
"fv600373","jA","VL"
"fv600373","@ Ik  Als x@ bYrG@mest@r G@wezd bEnt kYnt y dA ni v@rGet@","VL"
"fv600373","dAd Iz E+G@l@g d@ d@ mest@ vOldund@ @ @","VL"
"fv600373","En wAt fInt y v@rvAN@r darvAn","VL"
"fv600373","wAnt dAn bEnt y E+G@l@g d@ Ext@ bYrG@mest@r wOrt y ni Ext f@rvAN@n","VL"
"fv600373","ne dA ni dA ni ne ne ne","VL"
"fv600373","ma  ma Ik Ep @n zer Guj@ v@rvAN@r","VL"
"fv600373","jA","VL"
"fv600373","@m wi Is bE+ y d@ Ext@ bYrG@mest@r Im bIlz@n","VL"
"fv600373","m@ner sA+@z Ov y v@rvAN@r","VL"
"fv600373","En dAt wIl Ik tOG b@nadrYk@","VL"
"fv600373","@t xad Om d@ GAns@ Grup","VL"
"fv600373","@h@","VL"
"fv600373","En dA blE+ft In d@ demokrAsi hel b@lAN@rE+k","VL"
"fv600373","ja","VL"
"fv600373","hEpt y nOx @N kAntor Op t x@ment@nY+s","VL"
"fv600373","jA","VL"
"fv600373","En y","VL"
"fv600373","ja Ik ok","VL"
"fv600373","jA  ","VL"
"fv600373","b@dANkt","VL"
"fn001039","tAnt@ tIN@lE+n Is fErlift","NL"
"fn001039","hE+ mud ny E+nl@k mar ens wet@ hu lif Ik hEm vInt","NL"
"fn001039","s@ b@GInt m@ten hArtOp fOr d@ spiG@l t@ uf@n@","NL"
"fn001039","bEst@ m@ner bOl@mAns","NL"
"fn001039","Ik fInt y zo ard@x","NL"
"fn001039","tAnt@ tIN@lE+n sYxt ens tip","NL"
"fn001039","ne dENkt s@ dAt Is nIks","NL"
"fn001039","@t klINkt so stOm","NL"
"fn001039","mIsxin kAn Ik hEm bet@r @m brifj@ sxrE+v@","NL"
"fn001039","pAkt @n pEn En sxrE+ft","NL"
"fn001039","bEst@ m@ner bOl@mAns","NL"
"fn001039","tAnt@ sxYt har hoft","NL"
"fn001039","tAd bEst@ Is nid l2k","NL"
"fn001039","z@ sx2rt @d blatj@ Af makt Er @m prOp fAn En b@GInt Obniw","NL"
"fn001039","liv@ m@ner bOl@mAns","NL"
"fn001039","wAt mut Ig dar nA+ tOx an dun","NL"
"fn001039","tAnt@ tIN@lE+n sYxt","NL"
"fn001039","tAt Is ok Al nit xut","NL"
"fn001039","ne dENkt s@","NL"
"fn001039","Of Ik rup dAt hE+ zon en@G@ tY+n heft","NL"
"fn001039","nA+ ja","NL"
"fn001039","dAn vrax Ik @t x@won","NL"
"fn001039","tAnt@ tIN@lE+n trEkt har mojst@ jYr@k an bOrstElt har har En dut wAt pud@r Op har x@zIxt","NL"
"fn001039","z@ kE+kt nOx eN ker In d@ spiG@l for s@  d2r Y+txat","NL"
"fn001039","kOm Op","NL"
"fn001039","nit bAN zE+n","NL"
"fn001039","hE+ zAl j@ h2s nit Opet@","NL"
"fn001039","@n betj@ bIb@r@x lopt tAnt@ tIN@lE+n nar d@ sxyr Om har fits t@ pAk@","NL"
"fn001039","En dAn xat s@ Op wEx","NL"
"fn001039","dINdON","NL"
"fn001039","klINkt d@ bEl","NL"
"fn001039","mar dAn xat d@ vord2r op@","NL"
"fn001039","tAnt@ tIN@lE+n","NL"
"fn001039","sExt m@ner bOl@mAns fErbast","NL"
"fn001039","wAt kAn Ik for y dun","NL"
"fn001039","@","NL"
"fn001039","Ik wA+","NL"
"fn001039","zA+ y m@sxin","NL"
"fn001039","m@ner bOl@mAns lAxt @n betj@ fErleG@n","NL"
"fn001039","kOmt y bIn@","NL"
"fn001039","zExt hE+","NL"
"fn001039","xrax","NL"
"fn001039","Er stan mar @m par stul@ @n taf@l En @m bANk","NL"
"fn001039","xat y zIt@n","NL"
"fn001039","zExt m@ner bOl@mAns","NL"
"fn001039","Ik zAl @N kOpj@ te hal@","NL"
"fn001039","tuvAl@x hEp @k nEt x@zEt","NL"
"fn001039","zo","NL"
"fn001039","v@rtEl ny mar ens wAt @r an d@ hAnt Is","NL"
"fn001039","b@loft y m@ dAt y nit xat lAx@","NL"
"fn001039","vraxt s@ bAN","NL"
"fn001039","m@ner bOl@mAns kE+kt tAnt@ vErbast an","NL"
"fn001039","dAt b@lof Ik","NL"
"fn001039","sExt hE+ dAn","NL"
"fn001039","n n nA+","NL"
"fn001039","dAn mut @t mar","NL"
"fv600386","En d@ nab@stand@ vAn d@ A+t2r kYn@ h@t nit hEb@ dAt s@ In tilt stYk@ hEb@ wEx@lat@ En @n vrA+@l@k pErsOnaZ@ hEb@ bIn@G@smOk@lt","VL"
"fv600386","johAn til@mAns ov@r d@ vrE+hE+t vAn d@ reGis2r","VL"
"fv600386","@t wAs wer prE+z dez@ wek","VL"
"fv600386","darOm Gen tulatIN mer Om @t stYk Op t@ vur@n","VL"
"fv600386","d@ tEkst mut hE+l@x sE+n","VL"
"fv600386","d@ tEkst m@ner dar du j@ j@ hut vor Af","VL"
"fv600386","wEl Ik mud b@kEn@ dAt Ik darme nit hel@mal Akort xa","VL"
"fv600386","vor mE+ mAx hAml@t G@spelt wOrd@ dor @n vrA+","VL"
"fv600386","zE+n @r dAn nErG@s rEm@","VL"
"fv600386","nAtyrl@k dAt x@b2rt nOG Al Is","VL"
"fv600386","Ik sEx so mar wAt","VL"
"fv600386","hu vak Ep Ik nit x@dAxt","VL"
"fv600386","wAnt sOms wOrt @t t@n orlOx","VL"
"fv600386","wEl Ig bEn Onvorward@l@k for t@n orlOx","VL"
"fv600386","jA Al@mal Gut En wEl hor Ik y zEG@ mar Sekspi@r Iz Al jar@ dot","VL"
"fv600386","mE+n pYnt Is dot Of lev@nt dAt makt xen v@rsxIl","VL"
"fv600386","Ik mut nAtyrl@k @n zwarwIxt@G@ vrax stEl@","VL"
"fv600386","In d@ neG@tind@ ew tun tejat@rstYk@ sxrE+v@ @n Ext@ stil wErt hAd@ d@ sxrE+v@rz @m prOblem","VL"
"fv600386","dAt wAs OnrExtfard@x fOnd@ z@","VL"
"fv600386","z@ kOnd@ ny del@ In d@ wInst","VL"
"fv600386","d@ tOnelsxrE+v@r det s@n Intred@ In d@ kApitAlistis@ matsxApE+ war @t wort b@zIt @n hE+l@x wort Is","VL"
"fv600386","En dra GIN @d nid Om d@ ObrENst mar Om d@ word@ zElf","VL"
"fv600386","Als imAnt @n wort wIld@ v@rAnd@r@ @n dekO:r wE+z@G@ @n rOl sxrAp@ dAn klONk @t histeris vAn mE+ vAn mE+ hAnd@n Af","VL"
"fv600386","@t wort wAz @m b@zIt dAt f@rded@xt wErt Alz d@ latst@ bAksten vAn @t E+G@ hY+s","VL"
"fv600386","zo ok Onz@ Guj@ A+@ sEmyw@l bEk@t","VL"
"fv600386","nem ny dAt stYk wejtIN fO:r godo","VL"
"fv600386","Ob d@ byn@ stat @n bom sxref sEmyw@l","VL"
"fv600386","Gen OpfurIN zOnd@r bom","VL"
"fv600386","wi zIx nit wIld@ sxIk@ di krex @m boz@ brif","VL"
"fv600386","Gen bom Gen OpfurIN","VL"
"fv600386","@n tEkst Iz idz dAt j@ makt","VL"
"fv600386","j@ dud @r j@ Y+t@rst@ bEst for dAt sprekt mar Als j@ Em op@mbar makt dAn Gef j@ hEm wEx","VL"
"fv600386","E+ Gat s@n E+G@ lev@ lE+d@","VL"
"fv600386","En @r kYn@ wOnd@rl@k@ dIN@ me G@b2r@","VL"
"fv600386","lat Ik @t so zEG@ ov@r OnsElf sE+n w@ AltE+d @m betj@ blInt","VL"
"fv600386","dar heft Ons lIxt ov@r G@sxen@","VL"
"fv600386","mar @t lIxt fAn @n And@r kAn In Onz@ word@ Onv@rmud@ huk@ EN kAnt@ OndEk@","VL"
"fv600386","En darOm Gan w@ zovel@ mal@ kE+k@ nar Sekspir En tSExof","VL"
"fv600386","En bEkEt slIm Alz i wAs wAs t@ E+d@l Om tu t@ Gev@ dAt E+ Gen Y+tsOnd@rIN Ob d@ reG@l wAs","VL"
"fv600386","nen","VL"
"fv600386","@n tEkst Iz @n ObjEkt","VL"
"fv600386","v@rbeldIN Iz rE+k OnvorspElbar En vrE+","VL"
"fv600386","En Als kyltyrmEns mut j@ Elk@ b@knIb@lIN Em b@pErkIN b@strE+d@","VL"
"fv600386","vrE+hE+t blE+hE+t","VL"
"fv600386","bEk@t En z@n Erv@ hEb@ OnG@lE+k","VL"
"fv600386","sAm boGardz bE+ mAlp@rtY+s mut s@n wAxt@ Ob godo moG@ vErd@r spel@","VL"
"fv600386","dar zA+ zElfs xen oG@mblIk diskysi moG@ ov@r b@stan","VL"
"fv600386","nit for @t EN@ wort plE+t@ w@","VL"
"fv600386","wEl vor d@ Apsolyt@ vrE+hE+t vAn d@ v@rbeldIN","VL"
"fv600386","Erfx@nam@ zA+ Ik wIl@ zEG@ jYli kYn@ InpAk@","VL"
"fv600388","En vor d@ twed@ ker nOG mar In d@ G@sxid@nIs @ d@ hel@ rIt In pArE+s bIn@ d@ myr@ vAn pArE+s","VL"
"fv600388","w@ zE+n Om twe yr v@rtrOk@ rE+k@l@k lat@ stArt dAt kOmt OmdAt @t ok @n @ hel kOrt@ rIt Is","VL"
"fv600388","aNkOmst tYs@n zE @ vE+f En zEs zoAls x@wonl@k","VL"
"fv600388","trAdiSOnel wOrd@ wAt @ GrApj@z Y+tx@halt wOrt wAt @ G@bAb@lt Enzovort","VL"
"fv600388","w@ zaG@ lEns ArmstrON En erst ImAn@wEl mAJE~ mEt @n Grot@ lANhar@G@ prY+k Op rE+d@ wAt @ Sow Gev@ pozer@ vor d@ fOtoGraf@","VL"
"fv600388","vAndax dYs @ d@ SA~nz elize","VL"
"fv600388","latst@ rIt","VL"
"fv600388","Edi mErks migEl Indurajn En bErnar ino di mOxt@ stArt@ Ob d@ erst@ rE+","VL"
"fv600388","h@t wAs @ sOmz @N G@hAr@wAr wAnt hel wAt vAlpArtE+@n @n G@drYm Om nast di vE+fA+d@G@ turwInars t@ kom@ En Om @n GlImp Op t@ vAN@ vAn d@ Grot@ vAn @t wilrEn@","VL"
"fv600388","t Iz Al@mal red@l@k xut Afx@lop@ In Elk x@vAl zOnd@r sxad@ vor d@ dri Grot@n Indurajn ino En @ Edi mErks","VL"
"fv600388","En ny kYn@ d@ Ext@ prOfs d@r dYs an b@GIn@ zAxj@z an kAlmpj@z an @n @ lANzam@ anlop","VL"
"fv600388","ok nOx mEld@ dAt @ tOm stels d@ latst@ bElgis@ wInar wAs Ob d@ SA~nz elize","VL"
"fv600388","dAt wAs twe jar G@led@","VL"
"fv600388","En tin jar G@led@n Iz @t Al dAt johAn mysew hir wOn","VL"
"fv600388","@t jar nadin wOn E+ h@t kAmpijunsxAp fAn zyrix z@n erst@ wer@ldbek@rkurs","VL"
"fv600388","mysew En stelz d@ latst@ wInars","VL"
